1;8.1.2;Categorica variada;Var0123;q8_p1_r2;;_ R‡dio
1;8.1.3;Categorica variada;Var0124;q8_p1_r3;;_ R‡dio Comunit‡ria
1;8.1.4;Categorica variada;Var0125;q8_p1_r4;;_ R‡dio amador
1;8.1.5;Categorica variada;Var0126;q8_p1_r5;;_ Internet
1;8.1.6;Categorica variada;Var0127;q8_p1_r6;;_ Telefone celular
1;8.1.7;Categorica variada;Var0128;q8_p1_r7;;_ Telefone fixo
1;8.1.8;Categorica variada;Var0129;q8_p1_r8;;_ Telefone pœblico (orelh‹o)
1;8.1.9;Categorica variada;Var0130;q8_p1_r9;;_ Telefone rural
1;8.1.10;Categorica variada;Var0131;q8_p1_r10;;_ Sindicato
1;8.1.11;Categorica variada;Var0132;q8_p1_r11;;_ Associaç‹o
1;8.1.12;Categorica variada;Var0133;q8_p1_r12;;_ Sistema de som (carro, moto, bicicleta)
1;8.1.13;Categorica variada;Var0134;q8_p1_r13;;_ Sistema pœblico de som
1;8.1.14;Categorica variada;Var0135;q8_p1_r14;;_ Material impresso (jornal, revista, jornal comunit‡rio)
1;9.1;N‹o h‡ (enunciado de quest‹o);N‹o h‡ (enunciado de quest‹o);;;Quais programas sociais (benef’cios do governo) atendem a sua fam’lia?
1;9.1.1x1;Categorica variada;Var 0136;q9_p1_r1;;_ Bolsa fam’lia
1;9.1.1x2;Numerica;Var 0137;q9_p1_r2;;Valor da parcela
1;9.1.2x1;Categorica variada;Var 0138;q9_p2_r1;;_ Luz para Todos
1;9.1.2x2;Numerica;Var 0139;q9_p2_r2;;Valor da parcela
1;9.1.3x1;Categorica variada;Var 0140;q9_p3_r1;;_ Bolsa Verde
1;9.1.3x2;Numerica;Var 0141;q9_p3_r2;;Valor da parcela
1;9.1.4x1;Categorica variada;Var 0142;q9_p4_r1;;_ Seguro defeso
1;9.1.4x2;Numerica;Var 0143;q9_p4_r2;;Valor da parcela
1;9.1.5x1;Categorica variada;Var 0144;q9_p5_r1;;_ Seguro desemprego
1;9.1.5x2;Numerica;Var 0145;q9_p5_r2;;Valor da parcela
1;9.1.6x1;Categorica variada;Var 0146;q9_p6_r1;;_ Aposentadoria
1;9.1.6x2;Numerica;Var 0147;q9_p6_r2;;Valor da parcela
1;9.1.7x1;Categorica variada;Var 0148;q9_p7_r1;;_ Aux’lio-doença
1;9.1.7x2;Numerica;Var 0149;q9_p7_r2;;Valor da parcela
1;9.1.8x1;Categorica variada;Var 0150;q9_p8_r1;;_ Seguro maternidade
1;9.1.8x2;Numerica;Var 0151;q9_p8_r2;;Valor da parcela
1;9.1.9x1;Categorica variada;Var 0152;q9_p9_r1;;_ Minha casa, minha vida
1;9.1.9x2;Numerica;Var 0153;q9_p9_r2;;Valor da parcela
1;9.1.10x1;Categorica variada;Var 0154;q9_p10_r1;;_ Outros.
1;9.1.10x2;Numerica;Var 0155;q9_p10_r2;;Valor da parcela
;9.1.11x1;Textual-numerica;;q9_p10_r3;;Outros. Quais? __________
1;10.1;Categorica exclusiva;Var 0156;q10_p1;;Você faz parte de algum grupo ou organizaç‹o? _ Sim _ N‹o
1;10.2;N‹o h‡ (enunciado de quest‹o);N‹o h‡ (enunciado de quest‹o);;;Se sim, Qual(is) organizaç‹o(›es)? 
1;10.2.1;Categorica variada;Var0157;q10_p2_r1;;_ Associaç‹o comunit‡ria
1;10.2.2;Categorica variada;Var0158;q10_p2_r2;;_ Associaç‹o de pescadores
1;10.2.3;Categorica variada;Var0159;q10_p2_r3;;_ Associaç‹o de mulheres
1;10.2.4;Categorica variada;Var0160;q10_p2_r4;;_ Col™nia de pescadores
1;10.2.5;Categorica variada;Var0161;q10_p2_r5;;_ Sindicato de pescadores
1;10.2.6;Categorica variada;Var0162;q10_p2_r6;;_ Sindicato dos Trabalhadores Rurais
1;10.2.7;Categorica variada;Var0163;q10_p2_r7;;_ Cooperativas de pesca
1;10.2.8;Categorica variada;Var0164;q10_p2_r8;;_ Outras.
1;10.2.8.1;Textual-numerica;Var0165;q10_p2_r9;;Outras. Quais? __________
1;10.3;Categorica exclusiva;Var0166;q10_p3;;Outra pessoa da sua fam’lia tamb_m faz parte de algum grupo ou organizaç‹o? _ Sim _ N‹o
1;10.4;N‹o h‡ (enunciado de quest‹o);N‹o h‡ (enunciado de quest‹o);;;Se sim, quem?
1;10.4.1;Categorica variada;Var0167;q10_p4_r1;;_ M‹e
1;10.4.2;Categorica variada;Var0168;q10_p4_r2;;_ Pai
1;10.4.3;Categorica variada;Var0169;q10_p4_r3;;_ Irm‹o/Irm‹
1;10.4.3.1;Numerica;Var0170;q10_p4_r4;;Quantos? __________
1;10.4.4;Categorica variada;Var0171;q10_p4_r5;;_ Marido/Esposa
1;10.4.5;Categorica variada;Var0172;q10_p4_r6;;_ Filha/Filho
1;10.4.5.1;Numerica;Var0173;q10_p4_r7;;Quantos? __________
1;11.1;Categorica exclusiva;Var0174;q11_p1;;Você participa da gest‹o da RESEX? _ Sim _ N‹o _ N‹o se aplica
1;11.2;N‹o h‡ (enunciado de quest‹o);N‹o h‡ (enunciado de quest‹o);;;Se sim, como? 
1;11.2.1;Categorica variada;Var0175;q11_p2_r1;;_ Participa do Conselho Deliberativo
1;11.2.2;Categorica variada;Var0176;q11_p2_r2;;_ Participa da Associaç‹o de Moradores
1;11.2.3;Categorica variada;Var0177;q11_p2_r3;;_ Participa de reuni›es comunit‡rias
1;11.2.4;Categorica variada;Var0178;q11_p2_r4;;_ Recebe informaç›es dos representantes da comunidade no Conselho
1;11.2.5;Categorica variada;Var0179;q11_p2_r5;;_ Outros
1;12.1;Categorica exclusiva;Var0180;q12_p1;;Você j‡ participou de algum curso de formaç‹o ou capacitaç‹o na sua comunidade? _ Sim _ N‹o _ N‹o lembra
1;12.2;Textual-numerica;Var0181;q12_p2_r1;;Se sim, qual foi o tema do curso?
1;13.1;Categorica exclusiva;Var0182;Q13_p1;;Você j‡ fez algum curso de capacitaç‹o fora da comunidade? _ Sim _ N‹o _ N‹o lembra
1;13.2;N‹o h‡ (enunciado de quest‹o);N‹o h‡ (enunciado de quest‹o);;;Se sim, qual foi o tema do curso?
1;13.2.1;Categorica variada;Var0183;Q13_p2_r1;;_ Organizaç‹o, associativismo e cooperativismo
1;13.2.2;Categorica variada;Var0184;Q13_p2_r2;;_ Comercializaç‹o e acesso ao mercado
1;13.2.3;Categorica variada;Var0185;Q13_p2_r3;;_ Gerenciamento de projetos
1;13.2.4;Categorica variada;Var0186;Q13_p2_r4;;_ Educaç‹o ambiental
1;13.2.5;Categorica variada;Var0187;Q13_p2_r5;;_ Segurança no trabalho da pesca
1;13.2.6;Categorica variada;Var0188;Q13_p2_r6;;_ T_cnicas de pesca
1;13.2.7;Categorica variada;Var0189;Q13_p2_r7;;_ Manejo do pescado
1;13.2.8;Categorica variada;Var0190;Q13_p2_r8;;_ Manutenç‹o de embarcaç‹o
1;13.2.9;Categorica variada;Var0191;Q13_p2_r9;;_ Confecç‹o de apetrechos de pesca
1;13.2.10;Categorica variada;Var0192;Q13_p2_r10;;_ Manejo de produtos extrativistas
1;13.2.11;Categorica variada;Var0193;Q13_p2_r11;;_ Produç‹o agr’cola
1;13.2.12;Categorica variada;Var0194;Q13_p2_r12;;_ Outros. Quais?
1;13.2.12.1;Textual-numerica;Var0195;Q13_p2_r13;;Outros. Quais? __________
1;14.1;N‹o h‡ (enunciado de quest‹o);N‹o h‡ (enunciado de quest‹o);;;Quais cursos você acha que poderiam ser realizados na comunidade?
1;14.1.1;Categorica variada;Var0196;q14_p1_r1;;_ Organizaç‹o, associativismo e cooperativismo
1;14.1.2;Categorica variada;Var0197;q14_p1_r2;;_ Comercializaç‹o e acesso ao mercado
1;14.1.3;Categorica variada;Var0198;q14_p1_r3;;_ Gerenciamento de projetos
1;14.1.4;Categorica variada;Var0199;q14_p1_r4;;_ Educaç‹o ambiental
1;14.1.5;Categorica variada;Var0200;q14_p1_r5;;_ Segurança no trabalho da pesca
1;14.1.6;Categorica variada;Var0201;q14_p1_r6;;_ T_cnicas de pesca
1;14.1.7;Categorica variada;Var0202;q14_p1_r7;;_ Manejo do pescado
1;14.1.8;Categorica variada;Var0203;q14_p1_r8;;_ Manutenç‹o de embarcaç‹o
1;14.1.9;Categorica variada;Var0204;q14_p1_r9;;_ Confecç‹o de apetrechos de pesca
1;14.1.10;Categorica variada;Var0205;q14_p1_r10;;_ Manejo de produtos extrativistas
1;14.1.11;Categorica variada;Var0206;q14_p1_r11;;_ Produç‹o agr’cola
1;14.1.12;Categorica variada;Var0207;q14_p1_r12;;_ Outros. Quais?
1;14.1.12.1;Textual;Var0208;q14_p1_r13;;Outros. Quais? __________
1;15.1;N‹o h‡ (enunciado de quest‹o);N‹o h‡ (enunciado de quest‹o);;;Quais s‹o os principais problemas que atingem a comunidade hoje? 
1;15.1.1;Categorica variada;Var0209;q15_p1_r1;;_ Falta de energia el_trica
1;15.1.2;Categorica variada;Var0210;q15_p1_r2;;_ Energia el_trica de m‡ qualidade
1;15.1.3;Categorica variada;Var0211;q15_p1_r3;;_ Falta de distribuiç‹o de ‡gua
1;15.1.4;Categorica variada;Var0212;q15_p1_r4;;_ çgua de m‡ qualidade
1;15.1.5;Categorica variada;Var0213;q15_p1_r5;;_ Falta de posto de saœde
1;15.1.6;Categorica variada;Var0214;q15_p1_r6;;_ M‡ qualidade no atendimento de saœde
1;15.1.7;Categorica variada;Var0215;q15_p1_r7;;_ Lixo
1;15.1.8;Categorica variada;Var0216;q15_p1_r8;;_ Violência
1;15.1.9;Categorica variada;Var0217;q15_p1_r9;;_ Conflitos entre moradores
1;15.1.10;Categorica variada;Var0218;q15_p1_r10;;_ Falta de oportunidades de emprego
1;15.1.11;Categorica variada;Var0219;q15_p1_r11;;_ Falta de escola
1;15.1.12;Categorica variada;Var0220;q15_p1_r12;;_ Falta de transporte escolar
1;15.1.13;Categorica variada;Var0221;q15_p1_r13;;_ Falta de estradas de acesso
1;15.1.14;Categorica variada;Var0222;q15_p1_r14;;_ Falta de trapiche
1;15.1.15;Categorica variada;Var0223;q15_p1_r15;;_ Outros. Quais?
1;15.1.15.1;Textual;Var0224;q15_p1_r16;;Outros. Quais? __________
2;1.1;Categoria exclusiva;Var0225;q16_p1;;Qual  sua principal ocupaç‹o no momento? _ Pescador _ Pescador de camar‹o/caranguejo _ Agricultor(a) familiar/Trabalhador(a) rural ... _ Outra
2;2.1;Categorica exclusiva;Var0226;q17_p1;;Al_m da sua ocupaç‹o principal, você tem outra fonte de renda? _ Sim _ N‹o
2;2.2;N‹o h‡ (enunciado de quest‹o);N‹o h‡ (enunciado de quest‹o);;;Se sim, qual? 
2;2.1.1;Categorica variada;Var0227;q17_p2_r1;;_ Pesca
2;2.1.2;Categorica variada;Var0228;q17_p2_r2;;_ Pesca de camar‹o/caranguejo ...
2;2.1.3;Categorica variada;Var0229;q17_p2_r3;;_ Agricultura familiar/Trabalho rural 
2;2.1.4;Categorica variada;Var0230;q17_p2_r4;;_ Extrativismo - Aça’
2;2.1.5;Categorica variada;Var0231;q17_p2_r5;;_ Extrativismo (castanha, castanha de andiroba, buriti, pracaxi, bacaba, tapereba, etc.)
2;2.1.6;Categorica variada;Var0232;q17_p2_r6;;_ Criaç‹o de gado
2;2.1.7;Categorica variada;Var0233;q17_p2_r7;;_ Criaç‹o de animais (pato, galinha, porco, boi) 
2;2.1.8;Categorica variada;Var0234;q17_p2_r8;;_ Artesanato  
2;2.1.9;Categorica variada;Var0235;q17_p2_r9;;_ Atividades de ensino 
2;2.1.10;Categorica variada;Var0236;q17_p2_r10;;_ Aposentadoria
2;2.1.11;Categorica variada;Var0237;q17_p2_r11;;_ Com_rcio
2;2.1.12;Categorica variada;Var0238;q17_p2_r12;;_ Emprego pœblico
2;2.1.13;Categorica variada;Var0239;q17_p2_r13;;_ Emprego privado 
2;2.1.14;Categorica variada;Var0240;q17_p2_r14;;_ Outra 
2;3.1;Categorica exclusiva;Var0241;q18_p1;;A sua fam’lia tem fonte de renda? _ Sim _ N‹o
2;3.2;N‹o h‡ (enunciado de quest‹o);N‹o h‡ (enunciado de quest‹o);;;Se sim, qual? 
2;3.2.1;Categorica variada;Var0242;q18_p2_r1;;_ Pesca
2;3.2.2;Categorica variada;Var0243;q18_p2_r2;;_ Pesca de camar‹o/caranguejo ...
2;3.2.3;Categorica variada;Var0244;q18_p2_r3;;_ Agricultura familiar/Trabalho rural 
2;3.2.4;Categorica variada;Var0245;q18_p2_r4;;_ Extrativismo - Aça’
2;3.2.5;Categorica variada;Var0246;q18_p2_r5;;_ Extrativismo (castanha, castanha de andiroba, buriti, pracaxi, bacaba, tapereba, etc.)
2;3.2.6;Categorica variada;Var0247;q18_p2_r6;;_ Criaç‹o de gado
2;3.2.7;Categorica variada;Var0248;q18_p2_r7;;_ Criaç‹o de animais (pato, galinha, porco, boi) 
2;3.2.8;Categorica variada;Var0249;q18_p2_r8;;_ Artesanato  
2;3.2.9;Categorica variada;Var0250;q18_p2_r9;;_ Atividades de ensino 
2;3.2.10;Categorica variada;Var0251;q18_p2_r10;;_ Aposentadoria
2;3.2.11;Categorica variada;Var0252;q18_p2_r11;;_ Com_rcio
2;3.2.12;Categorica variada;Var0253;q18_p2_r12;;_ Emprego pœblico
2;3.2.13;Categorica variada;Var0254;q18_p2_r13;;_ Emprego privado 
2;3.2.14;Categorica variada;Var0255;q18_p2_r14;;_ Outra 
2;3.2.14.1;Textual;Var0256;q18_p2_r15;;Outra: __________
2;4.1;N‹o h‡ (enunciado de quest‹o);N‹o h‡ (enunciado de quest‹o);;;Quais pessoas participam do sustento da casa?
2;4.1.1x1;Textual-numerica;Var0257;q19_p1_r1;;Parentesco/v’nculo
